ClientNo	RoleType	DocType	NoOfCopy	promptUser	collated	PrinterSetup	ReportNo
4661	1	7	2	0	1	0	25
4665	1	2	2	0	1	0	24
4665	1	6	1	0	1	0	33
4665	1	7	2	0	1	0	25
4666	1	2	1	0	1	0	92
4667	1	2	2	0	1	0	24
4667	1	7	2	0	1	0	25
4668	1	2	3	0	1	0	93
4668	1	6	1	0	1	0	22
4668	1	7	2	0	1	0	81
4669	1	2	2	0	1	0	7
4669	1	6	1	0	1	0	22
4669	1	7	1	0	1	0	10
4669	1	13	1	0	1	0	42
4670	1	2	2	0	1	0	24
4670	1	7	2	0	1	0	25
4671	1	2	1	0	1	0	92
4672	1	2	2	0	1	0	24
4672	1	6	1	0	1	0	33
4672	1	7	2	0	1	0	25
4672	1	14	1	0	1	0	45
4675	1	2	2	0	1	0	24
4675	1	7	2	0	1	0	25
4678	1	2	2	0	1	0	24
4678	1	6	1	0	1	0	33
4678	1	7	2	0	1	0	25
4680	1	1	1	0	1	0	48
4680	1	2	16	0	1	0	54
4680	1	7	9	0	1	0	11
4681	1	2	2	0	1	0	24
4681	1	7	2	0	1	0	25
4681	1	14	1	0	1	0	45
4684	1	2	2	0	1	0	24
4684	1	6	1	0	1	0	33
4684	1	7	2	0	1	0	25
4684	1	14	1	0	1	0	45
4686	1	2	2	0	1	0	93
4686	1	6	1	0	1	0	22
4686	1	7	1	0	1	0	81
4688	1	2	2	0	1	0	24
4688	1	7	2	0	1	0	25
4690	1	2	2	0	1	0	7
4690	1	6	1	0	1	0	22
4690	1	7	1	0	1	0	10
4691	2	2	1	0	1	0	24
4692	1	2	3	0	1	0	1
4692	1	7	1	0	1	0	9
4693	1	2	1	0	1	0	93
4693	1	6	1	0	1	0	22
4693	1	7	1	0	1	0	81
4695	1	1	1	0	1	0	16
4695	1	2	3	0	1	0	7
4695	1	6	1	0	1	0	22
4695	1	7	1	0	1	0	10
4696	1	2	2	0	1	0	91
4696	1	7	1	0	1	0	82
4699	1	2	3	0	1	0	7
4699	1	6	1	0	1	0	22
4699	1	7	2	0	1	0	10
4702	1	2	3	0	1	0	7
4702	1	6	1	0	1	0	22
4702	1	7	2	0	1	0	10
4706	1	2	3	0	1	0	7
4706	1	6	1	0	1	0	22
4706	1	7	2	0	1	0	10
4707	1	2	2	0	1	0	1
4707	1	7	2	0	1	0	9
4711	1	2	3	0	1	0	7
4711	1	6	1	0	1	0	22
4711	1	7	2	0	1	0	10
4712	1	2	2	0	1	0	24
4712	1	6	1	0	1	0	33
4712	1	7	2	0	1	0	25
4713	1	2	1	0	1	0	24
4713	1	6	1	0	1	0	33
4713	1	7	1	0	1	0	25
4718	1	2	2	0	1	0	24
4718	1	6	1	0	1	0	33
4718	1	7	2	0	1	0	25
4719	1	2	2	0	1	0	24
4719	1	7	2	0	1	0	25
4720	1	2	1	0	1	0	7
4722	1	2	2	0	1	0	24
4722	1	6	1	0	1	0	33
4722	1	7	2	0	1	0	25
4730	1	2	2	0	1	0	7
4730	1	6	1	0	1	0	22
4730	1	7	1	0	1	0	10
4731	1	2	2	0	1	0	24
4731	1	7	2	0	1	0	25
4737	1	1	1	0	1	0	48
4737	1	2	4	0	1	0	54
4737	1	7	2	0	1	0	10
4739	1	2	2	0	1	0	91
4739	1	7	1	0	1	0	82
4739	2	2	1	0	1	0	1
4739	2	7	1	0	1	0	9
4739	2	9	1	0	1	0	23
4741	1	2	2	0	1	0	7
4741	1	6	1	0	1	0	22
4741	1	7	1	0	1	0	10
4743	1	1	1	0	1	0	48
4743	1	2	5	0	1	0	54
4743	1	7	2	0	1	0	12
4744	1	2	3	0	1	0	1
4744	1	7	2	0	1	0	9
4745	1	2	3	0	1	0	1
4745	1	7	1	0	1	0	9
4747	1	2	2	0	1	0	93
4747	1	6	1	0	1	0	22
4747	1	7	1	0	1	0	81
4748	1	2	2	0	1	0	7
4748	1	6	1	0	1	0	22
4748	1	7	1	0	1	0	81
4748	1	13	1	0	1	0	42
4750	1	1	1	0	1	0	48
4750	1	2	5	0	1	0	54
4750	1	7	2	0	1	0	12
4752	1	2	2	0	1	0	24
4753	1	2	1	0	1	0	92
4755	1	2	1	0	1	0	7
4755	1	7	1	0	1	0	10
4757	1	1	1	0	1	0	16
4757	1	2	2	0	1	0	7
4757	1	6	1	0	1	0	22
4757	1	7	1	0	1	0	10
4758	1	1	1	0	1	0	48
4758	1	2	6	0	1	0	7
4758	1	7	4	0	1	0	12
4760	1	2	2	0	1	0	24
4760	1	7	2	0	1	0	25
4762	1	2	2	0	1	0	24
4762	1	7	2	0	1	0	25
4762	1	14	1	0	1	0	45
4766	1	1	1	0	1	0	48
4766	1	2	6	0	1	0	54
4766	1	7	6	0	1	0	12
4767	1	2	1	0	1	0	91
4767	1	7	1	0	1	0	82
4768	1	2	3	0	1	0	1
4768	1	7	1	0	1	0	9
4769	1	1	1	0	1	0	14
4771	1	1	1	0	1	0	16
4771	1	2	6	0	1	0	93
4771	1	7	4	0	1	0	10
4772	1	2	3	0	1	0	54
4772	1	7	3	0	1	0	10
4773	1	2	2	0	1	0	24
4773	1	6	1	0	1	0	33
4773	1	7	2	0	1	0	25
4774	1	1	1	0	1	0	48
4774	1	2	3	0	1	0	54
4774	1	7	3	0	1	0	10
4775	1	2	3	0	1	0	1
4775	1	7	2	0	1	0	9
4778	1	2	2	0	1	0	24
4778	1	6	1	0	1	0	33
4778	1	7	2	0	1	0	25
4781	1	1	1	0	1	0	16
4781	1	2	7	0	1	0	54
4781	1	7	4	0	1	0	12
4782	1	2	3	0	1	0	92
4782	1	6	1	0	1	0	22
4782	1	7	2	0	1	0	81
4784	1	2	2	0	1	0	92
4784	1	6	1	0	1	0	22
4784	1	7	2	0	1	0	81
4785	1	1	1	0	1	0	61
4785	1	2	3	0	1	0	1
4785	1	7	1	0	1	0	9
4787	1	1	1	0	1	0	28
4787	1	2	2	0	1	0	24
4787	1	6	1	0	1	0	33
4787	1	7	2	0	1	0	25
4788	1	1	1	0	1	0	16
4788	1	2	3	0	1	0	7
4788	1	6	1	0	1	0	22
4788	1	7	1	0	1	0	12
4790	1	2	2	0	1	0	24
4790	1	7	2	0	1	0	25
4795	1	2	3	0	1	0	7
4795	1	6	1	0	1	0	22
4795	1	7	2	0	1	0	10
4797	1	1	1	0	1	0	16
4797	1	2	3	0	1	0	7
4797	1	7	1	0	1	0	10
4799	1	2	1	0	1	0	93
4799	1	7	1	0	1	0	81
4801	1	2	1	0	1	0	92
4802	1	2	3	0	1	0	7
4802	1	6	1	0	1	0	22
4802	1	7	2	0	1	0	10
4803	1	2	3	0	1	0	7
4803	1	6	1	0	1	0	22
4803	1	7	2	0	1	0	10
4806	1	2	2	0	1	0	24
4806	1	7	2	0	1	0	25
4807	1	1	1	0	1	0	48
4807	1	2	6	0	1	0	54
4807	1	7	3	0	1	0	12
4811	1	2	3	0	1	0	91
4811	1	7	2	0	1	0	82
4813	1	1	1	0	1	0	48
4813	1	2	3	0	1	0	54
4813	1	7	2	0	1	0	12
4814	1	2	2	0	1	0	24
4814	1	7	2	0	1	0	25
4815	1	2	3	0	1	0	7
4815	1	6	1	0	1	0	22
4815	1	7	2	0	1	0	10
4817	1	2	3	0	1	0	7
4817	1	6	1	0	1	0	22
4817	1	7	2	0	1	0	10
4819	1	2	3	0	1	0	7
4819	1	6	1	0	1	0	22
4819	1	7	2	0	1	0	10
4821	1	2	6	0	1	0	7
4821	1	6	1	0	1	0	22
4821	1	7	5	0	1	0	12
4823	1	2	2	0	1	0	7
4823	1	6	1	0	1	0	22
4823	1	7	1	0	1	0	10
4824	1	1	1	0	1	0	48
4824	1	7	4	0	1	0	53
4829	1	2	3	0	1	0	7
4829	1	6	1	0	1	0	22
4829	1	7	1	0	1	0	10
4831	1	1	1	0	1	0	48
4831	1	2	3	0	1	0	54
4831	1	7	3	0	1	0	12
4832	1	2	3	0	1	0	7
4832	1	7	1	0	1	0	9
4833	1	2	2	0	1	0	24
4833	1	7	2	0	1	0	25
4835	1	1	1	0	1	0	14
4835	1	2	3	0	1	0	1
4835	1	7	1	0	1	0	9
4836	1	1	1	0	1	0	48
4836	1	2	3	0	1	0	54
4836	1	7	3	0	1	0	12
4837	1	2	2	0	1	0	24
4837	1	7	2	0	1	0	25
4840	1	2	2	0	1	0	24
4840	1	7	2	0	1	0	27
4841	1	2	2	0	1	0	24
4841	1	7	2	0	1	0	25
4842	1	1	1	0	1	0	48
4843	1	2	2	0	1	0	24
4846	1	2	2	0	1	0	24
4846	1	7	2	0	1	0	25
4851	1	2	3	0	1	0	1
4851	1	7	2	0	1	0	9
4852	1	1	1	0	1	0	14
4852	1	2	3	0	1	0	1
4852	1	7	1	0	1	0	9
4853	1	2	1	0	1	0	92
4853	1	6	1	0	1	0	22
4853	1	7	1	0	1	0	81
4854	1	1	1	0	1	0	48
4854	1	2	8	0	1	0	54
4854	1	7	4	0	1	0	10
4855	1	1	1	0	1	0	48
4855	1	2	3	0	1	0	58
4855	1	7	2	0	1	0	10
4856	1	2	1	0	1	0	24
4856	1	7	1	0	1	0	25
4858	1	2	2	0	1	0	24
4858	1	6	1	0	1	0	33
4858	1	7	2	0	1	0	25
4858	1	14	1	0	1	0	45
4860	1	2	2	0	1	0	7
4860	1	7	1	0	1	0	10
4861	1	2	3	0	1	0	7
4861	1	7	2	0	1	0	12
4863	1	2	2	0	1	0	24
4863	1	7	2	0	1	0	25
4864	1	2	2	0	1	0	92
4864	1	6	1	0	1	0	22
4864	1	7	1	0	1	0	81
4865	1	2	3	0	1	0	7
4865	1	6	1	0	1	0	22
4865	1	7	2	0	1	0	10
4867	1	2	2	0	1	0	92
4867	1	6	1	0	1	0	22
4867	1	7	1	0	1	0	81
4868	1	2	3	0	1	0	7
4868	1	6	1	0	1	0	22
4868	1	7	2	0	1	0	10
4869	1	2	3	0	1	0	7
4869	1	6	1	0	1	0	22
4869	1	7	2	0	1	0	10
4870	1	2	3	0	1	0	7
4870	1	6	1	0	1	0	22
4870	1	7	2	0	1	0	10
4873	1	2	2	0	1	0	1
4873	1	7	1	0	1	0	9
4874	1	1	1	0	1	0	48
4874	1	2	3	0	1	0	51
4874	1	6	1	0	1	0	22
4874	1	7	1	0	1	0	10
4875	1	2	3	0	1	0	7
4875	1	6	1	0	1	0	22
4875	1	7	2	0	1	0	10
4876	1	2	3	0	1	0	51
4876	1	6	1	0	1	0	22
4876	1	7	2	0	1	0	10
4878	1	2	3	0	1	0	7
4878	1	6	1	0	1	0	22
4878	1	7	2	0	1	0	10
4879	1	2	3	0	1	0	7
4879	1	6	1	0	1	0	22
4879	1	7	2	0	1	0	10
4886	1	2	2	0	1	0	24
4886	1	7	2	0	1	0	25
4888	1	2	3	0	1	0	1
4888	1	7	2	0	1	0	9
4889	1	2	2	0	1	0	24
4889	1	7	2	0	1	0	25
4890	1	2	3	0	1	0	7
4890	1	6	1	0	1	0	22
4890	1	7	2	0	1	0	10
4892	1	1	1	0	1	0	14
4892	1	2	3	0	1	0	1
4892	1	7	1	0	1	0	9
4893	1	2	1	0	1	0	87
4893	1	6	1	0	1	0	33
4893	1	7	1	0	1	0	25
4895	1	1	1	0	1	0	48
4896	1	1	1	0	1	0	48
4896	1	2	4	0	1	0	49
4896	1	7	4	0	1	0	10
4897	1	2	2	0	1	0	92
4897	1	6	1	0	1	0	22
4897	1	7	1	0	1	0	81
4898	1	1	1	0	1	0	48
4898	1	2	4	0	1	0	7
4898	1	7	2	0	1	0	10
4899	1	1	1	0	1	0	48
4899	1	2	3	0	1	0	7
4899	1	7	3	0	1	0	10
4901	1	2	3	0	1	0	7
4901	1	6	1	0	1	0	22
4901	1	7	1	0	1	0	10
4902	1	2	2	0	1	0	93
4902	1	6	1	0	1	0	22
4902	1	7	1	0	1	0	81
4903	1	2	3	0	1	0	93
4903	1	6	1	0	1	0	22
4903	1	7	2	0	1	0	81
4905	1	1	1	0	1	0	48
4905	1	2	3	0	1	0	7
4905	1	7	1	0	1	0	12
4906	1	2	2	0	1	0	24
4906	1	7	2	0	1	0	25
4907	1	1	1	0	1	0	48
4907	1	2	3	0	1	0	7
4907	1	6	1	0	1	0	22
4907	1	7	2	0	1	0	10
4908	1	1	1	0	1	0	48
4908	1	2	3	0	1	0	49
4908	1	7	1	0	1	0	11
4910	1	1	1	0	1	0	16
4910	1	2	3	0	1	0	7
4910	1	6	1	0	1	0	22
4910	1	7	1	0	1	0	10
4911	1	2	2	0	1	0	24
4911	1	7	2	0	1	0	25
4913	1	1	1	0	1	0	16
4913	1	2	3	0	1	0	7
4913	1	6	1	0	1	0	22
4913	1	7	2	0	1	0	10
4914	1	2	3	0	1	0	92
4914	1	6	1	0	1	0	22
4914	1	7	1	0	1	0	81
4915	1	1	1	0	1	0	14
4915	1	2	3	0	1	0	1
4915	1	7	1	0	1	0	9
4916	1	1	1	0	1	0	48
4916	1	2	8	0	1	0	49
4916	1	7	5	0	1	0	12
4924	1	2	2	0	1	0	24
4924	1	7	2	0	1	0	25
4925	1	2	2	0	0	0	24
4925	1	7	2	0	0	0	25
4926	1	2	1	0	1	0	1
4926	1	7	1	0	1	0	9
4927	1	2	3	0	1	0	7
4927	1	6	1	0	1	0	22
4927	1	7	2	0	1	0	10
4928	1	2	2	0	1	0	1
4928	1	7	1	0	1	0	9
4929	1	1	1	0	1	0	14
4929	1	2	3	0	1	0	1
4929	1	7	2	0	1	0	9
4930	1	1	1	0	1	0	14
4930	1	2	2	0	1	0	1
4930	1	6	1	0	1	0	22
4930	1	7	1	0	1	0	9
4932	1	2	2	0	1	0	24
4932	1	7	2	0	1	0	25
4934	1	2	4	0	1	0	49
4934	1	7	1	0	1	0	10
4936	1	2	1	0	1	0	92
4936	1	6	1	0	1	0	22
4936	1	7	1	0	1	0	81
4938	1	2	2	0	1	0	92
4938	1	6	1	0	1	0	22
4938	1	7	1	0	1	0	81
4939	1	2	2	0	1	0	1
4939	1	7	1	0	1	0	9
4940	1	2	1	0	1	0	1
4940	1	7	1	0	1	0	9
4941	1	1	1	0	1	0	48
4941	1	2	7	0	1	0	7
4941	1	7	4	0	1	0	10
4942	1	1	1	0	1	0	16
4942	1	2	2	0	1	0	7
4942	1	6	1	0	1	0	22
4942	1	7	1	0	1	0	10
4949	1	2	3	0	1	0	91
4949	1	6	1	0	1	0	22
4949	1	7	1	0	1	0	82
4950	1	2	1	0	1	0	92
4950	1	6	1	0	1	0	22
4950	1	7	1	0	1	0	81
4951	1	2	2	0	1	0	93
4951	1	6	1	0	1	0	22
4951	1	7	1	0	1	0	81
4954	1	2	3	0	1	0	7
4954	1	6	1	0	1	0	22
4954	1	7	1	0	1	0	10
4956	1	2	2	0	1	1	1
4956	1	7	1	0	1	0	9
4957	1	2	3	0	1	0	7
4957	1	6	1	0	1	0	22
4957	1	7	2	0	1	0	10
4958	1	2	3	0	1	0	7
4958	1	6	1	0	1	0	22
4958	1	7	2	0	1	0	10
4959	1	2	1	0	1	0	24
4959	1	6	1	0	1	0	33
4959	1	7	1	0	1	0	25
4960	1	2	2	0	1	0	24
4960	1	7	2	0	1	0	25
4961	1	2	2	0	1	0	7
4961	1	6	1	0	1	0	22
4961	1	7	1	0	1	0	10
4962	1	2	3	0	1	0	93
4962	1	6	1	0	1	0	22
4962	1	7	1	0	1	0	70
4965	1	2	2	0	1	0	24
4965	1	6	1	0	1	0	33
4965	1	7	2	0	1	0	25
4966	1	2	2	0	1	0	24
4966	1	7	2	0	1	0	25
4967	1	1	1	0	1	0	48
4971	1	2	2	0	1	0	24
4971	1	7	2	0	1	0	25
4973	1	2	3	0	1	0	7
4973	1	6	1	0	1	0	22
4973	1	7	2	0	1	0	10
4974	1	2	1	0	1	0	91
4974	1	7	1	0	1	0	82
4979	1	2	3	0	1	0	1
4979	1	7	2	0	1	0	9
4981	1	2	2	0	1	0	24
4981	1	7	2	0	1	0	25
4982	1	2	1	0	1	0	7
4987	1	2	2	0	1	0	93
4987	1	6	1	0	1	0	22
4987	1	7	1	0	1	0	81
4988	1	2	3	0	1	0	7
4988	1	6	1	0	1	0	22
4988	1	7	2	0	1	0	10
4989	1	2	3	0	1	0	1
4990	1	2	3	0	1	0	1
4993	1	2	2	0	1	0	24
5000	1	1	1	0	1	0	14
5000	1	2	3	0	1	0	1
5000	1	7	1	0	1	0	9
5013	1	2	3	0	1	0	7
5013	1	6	1	0	1	0	22
5013	1	7	2	0	1	0	10
5016	1	2	2	0	1	0	24
5016	1	7	2	0	1	0	25
5021	1	2	3	0	1	0	7
5021	1	6	1	0	1	0	22
5021	1	7	1	0	1	0	10
5025	1	2	3	0	1	0	7
5025	1	6	1	0	1	0	22
5025	1	7	2	0	1	0	10
5028	1	2	3	0	1	0	1
5028	1	7	1	0	1	0	9
5030	1	2	2	0	1	0	91
5030	1	7	1	0	1	0	82
5033	1	2	3	0	1	0	7
5033	1	6	1	0	1	0	22
5033	1	7	2	0	1	0	10
5034	1	1	1	0	1	0	61
5034	1	2	3	0	1	0	1
5034	1	6	1	0	1	0	22
5034	1	7	1	0	1	0	9
5044	1	2	2	0	1	0	24
5044	1	7	2	0	1	0	25
5050	1	2	2	0	1	0	24
5050	1	7	2	0	1	0	25
5054	1	2	2	0	1	0	24
5054	1	6	1	0	1	0	33
5054	1	7	2	0	1	0	25
5055	1	2	3	0	1	0	1
5055	1	7	1	0	1	0	9
5058	1	2	3	0	1	0	7
5058	1	6	1	0	1	0	22
5058	1	7	2	0	1	0	10
5066	1	2	2	0	1	0	93
5066	1	6	1	0	1	0	109
5066	1	7	1	0	1	0	81
5068	1	2	2	0	1	0	24
5068	1	6	1	0	1	0	22
5068	1	7	2	0	1	0	25
5076	1	2	3	0	1	0	7
5076	1	6	1	0	1	0	22
5076	1	7	2	0	1	0	10
5078	1	2	2	0	1	0	24
5078	1	7	2	0	1	0	25
5083	1	2	7	0	1	0	7
5083	1	7	4	0	1	0	12
5084	1	2	3	0	1	0	7
5084	1	6	1	0	1	0	22
5084	1	7	1	0	1	0	10
5089	1	2	2	0	1	0	7
5089	1	6	1	0	1	0	22
5089	1	7	1	0	1	0	10
5090	1	2	3	0	1	0	7
5090	1	6	1	0	1	0	22
5090	1	7	2	0	1	0	10
5092	1	2	2	0	1	0	93
5092	1	6	1	0	1	0	22
5092	1	7	1	0	1	0	81
5093	1	1	1	0	1	0	16
5093	1	2	4	0	1	0	7
5093	1	6	1	0	1	0	22
5093	1	7	1	0	1	0	10
5094	1	2	5	0	1	0	7
5094	1	6	1	0	1	0	22
5094	1	7	3	0	1	0	12
5096	1	1	1	0	1	0	48
5096	1	2	3	0	1	0	7
5096	1	7	2	0	1	0	10
5097	1	1	1	0	1	0	48
5097	1	2	4	0	1	0	7
5097	1	7	3	0	1	0	10
5099	1	2	2	0	1	0	93
5099	1	6	1	0	1	0	22
5099	1	7	1	0	1	0	81
5107	1	2	1	0	1	0	24
5107	1	6	1	0	1	0	33
5107	1	7	1	0	1	0	9
5108	1	2	1	0	1	0	7
5108	1	7	1	0	1	0	10
5111	2	1	1	0	1	0	1
5115	1	2	2	0	1	0	24
5115	1	6	1	0	1	0	33
5115	1	7	2	0	1	0	25
5119	1	2	3	0	1	0	1
5119	1	7	1	0	1	0	9
5123	1	2	2	0	1	0	93
5123	1	6	1	0	1	0	22
5123	1	7	1	0	1	0	81
5127	1	2	2	0	1	0	93
5127	1	6	1	0	1	0	22
5127	1	7	1	0	1	0	81
5136	1	2	2	0	1	0	92
5136	1	7	1	0	1	0	81
5139	1	2	3	0	1	0	92
5139	1	6	1	0	1	0	22
5139	1	7	1	0	1	0	81
5145	1	2	1	0	1	0	24
5145	1	7	1	0	1	0	9
5148	1	2	2	0	1	0	93
5148	1	6	1	0	1	0	22
5148	1	7	1	0	1	0	103
5150	1	1	1	0	1	0	15
5150	1	2	3	0	1	0	1
5150	1	7	1	0	1	0	9
5152	1	2	2	0	1	0	7
5152	1	6	1	0	1	0	22
5152	1	7	1	0	1	0	10
5154	1	2	3	0	1	0	7
5154	1	6	1	0	1	0	22
5154	1	7	2	0	1	0	10
5155	2	2	1	0	1	0	1
5162	1	2	3	0	1	0	92
5162	1	6	1	0	1	0	22
5162	1	7	2	0	1	0	81
5169	1	2	2	0	1	0	92
5169	1	6	1	0	1	0	22
5169	1	7	1	0	1	0	81
5170	1	2	3	0	1	0	7
5170	1	6	1	0	1	0	22
5170	1	7	1	0	1	0	10
5173	1	2	1	0	1	0	24
5173	1	6	1	0	1	0	33
5173	1	7	1	0	1	0	25
5174	1	2	1	0	1	0	24
5174	1	6	1	0	1	0	22
5174	1	7	1	0	1	0	25
5175	1	2	2	0	1	0	93
5175	1	6	1	0	1	0	22
5175	1	7	1	0	1	0	81
5176	1	2	2	0	1	0	24
5176	1	7	2	0	1	0	25
5182	1	2	3	0	1	0	7
5184	1	2	1	0	1	0	93
5184	1	6	1	0	1	0	22
5184	1	7	1	0	1	0	81
5191	1	2	2	0	1	0	7
5191	1	6	1	0	1	0	22
5191	1	7	1	0	1	0	10
5192	1	2	1	0	1	0	7
5194	1	2	2	0	1	0	92
5194	1	6	1	0	1	0	22
5194	1	7	1	0	1	0	81
5196	1	2	3	0	1	0	1
5196	1	7	1	0	1	0	9
5205	1	2	3	0	1	0	93
5205	1	6	1	0	1	0	22
5205	1	7	2	0	1	0	81
5208	1	2	3	0	1	0	7
5208	1	7	1	0	1	0	10
5211	1	2	2	0	1	0	92
5211	1	7	1	0	1	0	81
5212	1	1	1	0	1	0	48
5212	1	2	3	0	1	0	7
5212	1	7	1	0	1	0	10
5213	1	2	1	0	1	0	24
5213	1	7	1	0	1	0	25
5215	1	2	3	0	1	0	7
5215	1	6	1	0	1	0	22
5215	1	7	1	0	1	0	10
5217	1	2	3	0	1	0	7
5217	1	6	1	0	1	0	46
5217	1	7	2	0	1	0	10
5218	1	2	1	0	1	0	93
5218	1	6	1	0	1	0	22
5218	1	7	1	0	1	0	81
5221	1	2	1	0	1	0	91
5221	1	7	1	0	1	0	82
5222	1	2	2	0	1	0	91
5222	1	7	1	0	1	0	82
5225	1	2	3	0	1	0	7
5225	1	6	1	0	1	0	22
5225	1	7	2	0	1	0	10
5228	1	2	3	0	1	0	7
5228	1	4	1	0	1	0	43
5228	1	6	1	0	1	0	22
5228	1	7	1	0	1	0	12
5246	1	1	1	0	1	0	48
5246	1	2	3	0	1	0	92
5246	1	7	1	0	1	0	103
5248	1	2	1	0	1	0	91
5248	1	6	1	0	1	0	22
5248	1	7	1	0	1	0	82
5249	1	2	2	0	1	0	91
5249	1	6	1	0	1	0	22
5249	1	7	1	0	1	0	82
5253	1	2	3	0	1	0	7
5253	1	6	1	0	1	0	22
5253	1	7	2	0	1	0	10
5256	1	1	1	0	1	0	48
5256	1	2	2	0	1	0	91
5256	1	6	1	0	1	0	22
5256	1	7	1	0	1	0	82
5261	8	1	1	0	1	0	15
5261	8	6	1	0	1	0	22
5263	1	2	3	0	1	0	7
5263	1	6	1	0	1	0	22
5263	1	7	2	0	1	0	10
5264	1	2	2	0	1	0	91
5264	1	6	1	0	1	0	22
5264	1	7	1	0	1	0	82
5265	1	1	1	0	1	0	16
5265	1	2	2	0	1	0	92
5265	1	7	1	0	1	0	81
5266	1	2	3	0	1	0	1
5266	1	6	1	0	1	0	22
5266	1	7	2	0	1	0	9
5267	1	2	3	0	1	0	7
5267	1	6	1	0	1	0	22
5267	1	7	2	0	1	0	10
5271	1	2	3	0	1	0	92
5271	1	6	1	0	1	0	22
5271	1	7	2	0	1	0	81
5271	1	14	1	0	1	0	64
5273	1	2	3	0	1	0	7
5273	1	6	1	0	1	0	22
5273	1	7	1	0	1	0	10
5274	1	2	1	0	1	0	8
5275	1	1	1	0	1	0	48
5275	1	2	4	0	1	0	7
5275	1	7	2	0	1	0	10
5276	1	2	3	0	1	0	92
5276	1	6	1	0	1	0	22
5276	1	7	2	0	1	0	81
5276	1	14	1	0	1	0	64
5278	1	2	3	0	1	0	1
5278	1	7	1	0	1	0	9
5279	1	2	2	0	1	0	93
5279	1	6	1	0	1	0	22
5279	1	7	1	0	1	0	81
5280	1	2	2	0	1	0	93
5280	1	6	1	0	1	0	109
5280	1	7	1	0	1	0	103
5285	1	2	1	0	1	0	24
5285	1	7	1	0	1	0	25
5288	1	2	3	0	1	0	7
5288	1	6	1	0	1	0	22
5288	1	7	2	0	1	0	10
5289	1	2	1	0	1	0	24
5289	1	6	1	0	1	0	33
5289	1	7	1	0	1	0	25
5296	1	2	1	0	1	0	24
5296	1	7	1	0	1	0	25
5297	1	2	1	0	1	0	1
5297	1	7	1	0	1	0	9
5299	1	2	2	0	1	0	93
5299	1	7	1	0	1	0	103
5304	1	2	3	0	1	0	7
5304	1	6	1	0	1	0	22
5304	1	7	2	0	1	0	10
5305	1	2	4	0	1	0	7
5305	1	6	1	0	1	0	22
5305	1	7	2	0	1	0	10
5306	1	2	3	0	1	0	7
5306	1	6	1	0	1	0	22
5306	1	7	2	0	1	0	10
5309	1	2	1	0	1	0	91
5309	1	6	1	0	1	0	22
5309	1	7	1	0	1	0	82
5312	1	2	1	0	1	0	24
5312	1	7	1	0	1	0	25
5316	1	2	1	0	1	0	1
5316	1	6	1	0	1	0	33
5316	1	7	1	0	1	0	9
5317	1	2	2	0	1	0	92
5317	1	7	1	0	1	0	81
5321	1	2	3	0	1	0	1
5321	1	7	2	0	1	0	9
5322	1	1	1	0	1	0	61
5322	1	2	3	0	1	0	1
5322	1	7	1	0	1	0	9
5325	1	1	1	0	1	0	16
5325	1	2	3	0	1	0	7
5325	1	7	1	0	1	0	10
5330	1	2	2	0	1	0	7
5330	1	6	1	0	1	0	22
5330	1	7	1	0	1	0	10
5333	1	2	3	0	1	0	1
5333	1	7	2	0	1	0	9
5334	16	6	1	0	1	0	45
5338	1	1	1	0	1	0	16
5338	1	2	2	0	1	0	93
5338	1	6	1	0	1	0	22
5338	1	7	1	0	1	0	103
5343	8	6	1	0	1	0	22
5362	1	1	1	0	1	0	48
5362	1	2	3	0	1	0	7
5362	1	7	1	0	1	0	10
5364	1	2	2	0	1	0	1
5364	1	7	1	0	1	0	9
5368	2	8	1	0	1	0	21
5372	1	1	1	0	1	0	16
5372	1	2	3	0	1	0	7
5372	1	7	1	0	1	0	10
5378	1	2	1	0	1	0	87
5378	1	6	1	0	1	0	22
5378	1	7	1	0	1	0	82
5379	1	2	1	0	1	0	91
5379	1	6	1	0	1	0	22
5379	1	7	1	0	1	0	82
5379	1	14	1	0	1	0	45
5380	1	2	2	0	1	0	93
5380	1	6	1	0	1	0	109
5380	1	7	1	0	1	0	81
5382	1	1	1	0	1	0	16
5382	1	2	2	0	1	0	92
5382	1	6	1	0	1	0	22
5382	1	7	1	0	1	0	81
5383	1	2	3	0	1	0	7
5383	1	6	1	0	1	0	22
5383	1	7	2	0	1	0	10
5389	1	2	2	0	1	0	93
5389	1	6	1	0	1	0	109
5389	1	7	1	0	1	0	81
5390	1	1	1	0	1	0	16
5390	1	2	4	0	1	0	7
5390	1	7	1	0	1	0	10
5391	1	2	1	0	1	0	7
5395	1	1	1	0	1	0	16
5395	1	2	4	0	1	0	7
5395	1	7	1	0	1	0	10
5399	1	2	1	0	1	0	1
5399	1	7	1	0	1	0	25
5400	1	2	3	0	1	0	7
5400	1	7	2	0	1	0	10
5402	1	2	1	0	1	0	87
5402	1	6	1	0	1	0	22
5402	1	7	1	0	1	0	82
5409	1	2	3	0	1	0	1
5409	1	6	1	0	1	0	22
5409	1	7	2	0	1	0	9
5410	1	1	1	0	1	0	16
5410	1	2	2	0	1	0	92
5410	1	6	1	0	1	0	22
5410	1	7	1	0	1	0	103
5418	1	2	3	0	1	0	7
5418	1	7	2	0	1	0	10
5420	1	2	1	0	1	0	7
5421	1	2	3	0	1	0	93
5421	1	7	2	0	1	0	10
